mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.25,"74 km WNW of Ninilchik, Alaska",1667668532560,1667931277610,,https://earthquake.usgs.gov/earthquakes/eventpage/av91710091,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91710091&format=geojson,,,,,reviewed,0,1,av,91710091,",av91710091,",",av,",",origin,phase-data,",8.0,,0.13,151.0,ml,earthquake,"M 0.3 - 74 km WNW of Ninilchik, Alaska"
1.98,"22 km ENE of Honaunau-Napoopoo, Hawaii",1667667853590,1667668183340,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73209202,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73209202&format=geojson,,,,,automatic,0,60,hv,73209202,",hv73209202,",",hv,",",origin,phase-data,",29.0,,0.360000014,55.0,ml,earthquake,"M 2.0 - 22 km ENE of Honaunau-Napoopoo, Hawaii"
1.42,"38 km NNE of Amboy, Washington",1667667450240,1667758745300,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61892976,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61892976&format=geojson,,,,,reviewed,0,31,uw,61892976,",uw61892976,",",uw,",",origin,phase-data,",8.0,0.0008368,0.06,134.0,md,earthquake,"M 1.4 - 38 km NNE of Amboy, Washington"
0.05,"10 km NE of Hebgen Lake Estates, Montana",1667666314790,1667841742720,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60523387,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60523387&format=geojson,,,,,reviewed,0,0,uu,60523387,",uu60523387,",",uu,",",origin,phase-data,",5.0,0.04006,0.07,181.0,md,earthquake,"M 0.1 - 10 km NE of Hebgen Lake Estates, Montana"
1.7,"9 km S of Tatitlek, Alaska",1667665898990,1669249089316,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7arwfc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7arwfc&format=geojson,,,,,reviewed,0,44,ak,022e7arwfc,",ak022e7arwfc,",",ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.7 - 9 km S of Tatitlek, Alaska"
1.3,"122 km S of McCarthy, Alaska",1667665709468,1669249091077,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7ar8nd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7ar8nd&format=geojson,,,,,reviewed,0,26,ak,022e7ar8nd,",ak022e7ar8nd,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.3 - 122 km S of McCarthy, Alaska"
2.2,"121 km S of McCarthy, Alaska",1667665044483,1669249089073,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7aovb9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7aovb9&format=geojson,,,,,reviewed,0,74,ak,022e7aovb9,",ak022e7aovb9,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 2.2 - 121 km S of McCarthy, Alaska"
0.82,"3km SW of Anderson Springs, CA",1667665004610,1667671636087,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803851,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803851&format=geojson,,,,,automatic,0,10,nc,73803851,",nc73803851,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.008363,0.02,120.0,md,earthquake,"M 0.8 - 3km SW of Anderson Springs, CA"
0.1,"53 km SE of Goldfield, Nevada",1667664811260,1668040443526,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850967&format=geojson,,,,,reviewed,0,0,nn,00850967,",nn00850967,",",nn,",",origin,phase-data,",4.0,0.258,0.0782,298.75,ml,earthquake,"M 0.1 - 53 km SE of Goldfield, Nevada"
0.87,"0km NW of The Geysers, CA",1667664657380,1667670077803,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803846,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803846&format=geojson,,,,,automatic,0,12,nc,73803846,",nc73803846,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01045,0.02,62.0,md,earthquake,"M 0.9 - 0km NW of The Geysers, CA"
4.3,Chile-Argentina border region,1667664642288,1667673325040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000imqf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000imqf&format=geojson,,,,,reviewed,0,284,us,7000imqf,",us7000imqf,",",us,",",origin,phase-data,",28.0,2.544,0.64,66.0,mwr,earthquake,M 4.3 - Chile-Argentina border region
1.3,"34 km W of Clear, Alaska, Alaska",1667664536546,1669249088870,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7an0dq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7an0dq&format=geojson,,,,,reviewed,0,26,ak,022e7an0dq,",ak022e7an0dq,",",ak,",",origin,phase-data,",,,1.0,,ml,earthquake,"M 1.3 - 34 km W of Clear, Alaska, Alaska"
1.1,Central Alaska,1667664505096,1669249090705,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7amxxi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7amxxi&format=geojson,,,,,reviewed,0,19,ak,022e7amxxi,",ak022e7amxxi,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,M 1.1 - Central Alaska
1.2,"128 km WNW of Yakutat, Alaska",1667664264090,1669249090895,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7am2yn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7am2yn&format=geojson,,,,,reviewed,0,22,ak,022e7am2yn,",ak022e7am2yn,",",ak,",",origin,phase-data,",,,0.76,,ml,ice quake,"M 1.2 Ice Quake - 128 km WNW of Yakutat, Alaska"
4.4,"125 km SW of Masachapa, Nicaragua",1667664236377,1667708323909,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000imqd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000imqd&format=geojson,1.0,2.0,,,reviewed,0,298,us,7000imqd,",us7000imqd,",",us,",",dyfi,origin,phase-data,",23.0,1.564,0.47,203.0,mb,earthquake,"M 4.4 - 125 km SW of Masachapa, Nicaragua"
0.5,"5km NW of The Geysers, CA",1667664083830,1668469213015,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803841,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803841&format=geojson,,,,,reviewed,0,4,nc,73803841,",nc73803841,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",30.0,0.007381,0.03,49.0,md,earthquake,"M 0.5 - 5km NW of The Geysers, CA"
-0.15,"2km NW of The Geysers, CA",1667663666350,1667674423496,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803836,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803836&format=geojson,,,,,reviewed,0,0,nc,73803836,",nc73803836,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01482,0.02,140.0,md,earthquake,"M -0.2 - 2km NW of The Geysers, CA"
1.36,"10 km ESE of Jefferson, Oklahoma",1667662622669,1667840171389,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022vrxw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022vrxw&format=geojson,,,,,reviewed,0,28,ok,2022vrxw,",ok2022vrxw,",",ok,",",origin,phase-data,",56.0,0.2330542668,0.22,59.0,ml,earthquake,"M 1.4 - 10 km ESE of Jefferson, Oklahoma"
-0.1,Nevada,1667662576003,1668040072013,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850966,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850966&format=geojson,,,,,reviewed,0,0,nn,00850966,",nn00850966,",",nn,",",origin,phase-data,",9.0,0.067,0.1561,111.26,ml,earthquake,M -0.1 - Nevada
2.0,"42 km NW of Ninilchik, Alaska",1667662545921,1669246533172,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7a7c9s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7a7c9s&format=geojson,,,,,reviewed,0,62,ak,022e7a7c9s,",ak022e7a7c9s,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 2.0 - 42 km NW of Ninilchik, Alaska"
5.1,"242 km NNW of Tobelo, Indonesia",1667662509176,1668014981040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000imqc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000imqc&format=geojson,,,,,reviewed,0,400,us,7000imqc,",us7000imqc,",",us,",",moment-tensor,origin,phase-data,",110.0,2.887,1.19,44.0,mww,earthquake,"M 5.1 - 242 km NNW of Tobelo, Indonesia"
1.9,"89 km W of Adak, Alaska",1667662292733,1669246531667,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7a6gfx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7a6gfx&format=geojson,,,,,reviewed,0,56,ak,022e7a6gfx,",av91710041,ak022e7a6gfx,",",av,ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 1.9 - 89 km W of Adak, Alaska"
2.01,Oklahoma,1667662269929,1667832781239,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022vrxr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022vrxr&format=geojson,1.0,1.0,,,reviewed,0,62,ok,2022vrxr,",ok2022vrxr,",",ok,",",dyfi,origin,phase-data,",80.0,0.04769064147,0.16,49.0,ml,earthquake,M 2.0 - Oklahoma
1.6,"87 km E of Nikolski, Alaska",1667662245726,1669246532987,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7a69qf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7a69qf&format=geojson,,,,,reviewed,0,39,ak,022e7a69qf,",ak022e7a69qf,",",ak,",",origin,phase-data,",,,0.48,,ml,earthquake,"M 1.6 - 87 km E of Nikolski, Alaska"
1.0,"59 km NW of Petersville, Alaska",1667662089236,1669172550993,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7a5rff,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7a5rff&format=geojson,,,,,reviewed,0,15,ak,022e7a5rff,",ak022e7a5rff,",",ak,",",origin,phase-data,",,,0.92,,ml,earthquake,"M 1.0 - 59 km NW of Petersville, Alaska"
0.76,"9 km SW of Waynoka, Oklahoma",1667661781320,1667840416944,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022vrxk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022vrxk&format=geojson,,,,,reviewed,0,9,ok,2022vrxk,",ok2022vrxk,",",ok,",",origin,phase-data,",15.0,0.04319152435,0.06,96.0,ml,earthquake,"M 0.8 - 9 km SW of Waynoka, Oklahoma"
1.2,"44 km NW of Tatitlek, Alaska",1667661543147,1669172550780,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7a3tii,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7a3tii&format=geojson,,,,,reviewed,0,22,ak,022e7a3tii,",ak022e7a3tii,",",ak,",",origin,phase-data,",,,1.04,,ml,earthquake,"M 1.2 - 44 km NW of Tatitlek, Alaska"
1.1,"8 km SSE of Elmendorf Air Force Base, Alaska",1667661204605,1669172550589,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7a2kvg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7a2kvg&format=geojson,,,,,reviewed,0,19,ak,022e7a2kvg,",ak022e7a2kvg,",",ak,",",origin,phase-data,",,,0.17,,ml,earthquake,"M 1.1 - 8 km SSE of Elmendorf Air Force Base, Alaska"
0.8,"Andreanof Islands, Aleutian Islands, Alaska",1667660825070,1667930051110,,https://earthquake.usgs.gov/earthquakes/eventpage/av91710031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91710031&format=geojson,,,,,reviewed,0,10,av,91710031,",av91710031,",",av,",",origin,phase-data,",3.0,,0.04,162.0,ml,earthquake,"M 0.8 - Andreanof Islands, Aleutian Islands, Alaska"
1.2,,1667660810294,1669172543681,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7a14tg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7a14tg&format=geojson,,,,,reviewed,0,22,ak,022e7a14tg,",ak022e7a14tg,",",ak,",",origin,phase-data,",,,0.86,,ml,earthquake,M 1.2 - 
0.8,"8km NNE of Borrego Springs, CA",1667660558040,1667756655488,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40129287,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40129287&format=geojson,,,,,reviewed,0,10,ci,40129287,",ci40129287,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",37.0,0.02441,0.19,85.0,ml,earthquake,"M 0.8 - 8km NNE of Borrego Springs, CA"
1.85000002,"7 km E of P?hala, Hawaii",1667660504530,1667660703540,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73209127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73209127&format=geojson,,,,,automatic,0,53,hv,73209127,",hv73209127,",",hv,",",origin,phase-data,",38.0,,0.109999999,160.0,md,earthquake,"M 1.9 - 7 km E of P?hala, Hawaii"
2.0,"48 km SSW of Skwentna, Alaska",1667660055718,1669172543417,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79pwwm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79pwwm&format=geojson,,,,,reviewed,0,62,ak,022e79pwwm,",ak022e79pwwm,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 2.0 - 48 km SSW of Skwentna, Alaska"
1.32,"6km SW of Pearblossom, CA",1667659841740,1667746041410,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40129271,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40129271&format=geojson,3.0,2.0,,,reviewed,0,27,ci,40129271,",ci40129271,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",17.0,0.01705,0.16,56.0,ml,earthquake,"M 1.3 - 6km SW of Pearblossom, CA"
1.9,"25 km W of Anchor Point, Alaska",1667659837819,1669246532794,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79p3s7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79p3s7&format=geojson,,,,,reviewed,0,56,ak,022e79p3s7,",ak022e79p3s7,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.9 - 25 km W of Anchor Point, Alaska"
0.3,"10 km N of Lemmon Valley, Nevada",1667659809542,1667671982115,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850665,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850665&format=geojson,,,,,reviewed,0,1,nn,00850665,",nn00850665,",",nn,",",origin,phase-data,",5.0,0.146,0.172,122.1,ml,earthquake,"M 0.3 - 10 km N of Lemmon Valley, Nevada"
1.8,"34 km NW of Brevig Mission, Alaska",1667659792522,1669246532624,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79ox7b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79ox7b&format=geojson,,,,,reviewed,0,50,ak,022e79ox7b,",ak022e79ox7b,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.8 - 34 km NW of Brevig Mission, Alaska"
2.6,"Rat Islands, Aleutian Islands, Alaska",1667659722853,1669172550390,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79ooql,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79ooql&format=geojson,,,,,reviewed,0,104,ak,022e79ooql,",ak022e79ooql,",",ak,",",origin,phase-data,",,,0.86,,ml,earthquake,"M 2.6 - Rat Islands, Aleutian Islands, Alaska"
1.2,"6 km SSE of Big Lake, Alaska",1667659260764,1669172549802,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79n3h8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79n3h8&format=geojson,,,,,reviewed,0,22,ak,022e79n3h8,",ak022e79n3h8,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 1.2 - 6 km SSE of Big Lake, Alaska"
0.29,"12km ESE of Anza, CA",1667659144300,1667746028241,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40129263,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40129263&format=geojson,,,,,reviewed,0,1,ci,40129263,",ci40129263,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.04023,0.19,167.0,ml,earthquake,"M 0.3 - 12km ESE of Anza, CA"
1.4,"48 km W of Tonsina, Alaska",1667659099217,1669172549595,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79mhr5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79mhr5&format=geojson,,,,,reviewed,0,30,ak,022e79mhr5,",ak022e79mhr5,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 1.4 - 48 km W of Tonsina, Alaska"
1.05,"3km NNW of Loma Linda, CA",1667658992840,1667756239315,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40129255,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40129255&format=geojson,,,,,reviewed,0,17,ci,40129255,",ci40129255,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",50.0,0.02996,0.15,72.0,ml,earthquake,"M 1.1 - 3km NNW of Loma Linda, CA"
0.37,"10km WNW of The Geysers, CA",1667658539180,1667662395004,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803826,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803826&format=geojson,,,,,automatic,0,2,nc,73803826,",nc73803826,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01826,0.02,128.0,md,earthquake,"M 0.4 - 10km WNW of The Geysers, CA"
1.8,"26 km WSW of Susitna, Alaska",1667658501516,1669172543151,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79kcql,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79kcql&format=geojson,1.0,2.1,,,reviewed,0,50,ak,022e79kcql,",ak022e79kcql,",",ak,",",dyfi,origin,phase-data,",,,0.58,,ml,earthquake,"M 1.8 - 26 km WSW of Susitna, Alaska"
0.8,"20 km E of Cantwell, Alaska",1667658223825,1669172549395,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79jbwu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79jbwu&format=geojson,,,,,reviewed,0,10,ak,022e79jbwu,",ak022e79jbwu,",",ak,",",origin,phase-data,",,,0.95,,ml,earthquake,"M 0.8 - 20 km E of Cantwell, Alaska"
1.4,"22 km WSW of Petersville, Alaska",1667658069164,1669172542943,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79itzn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79itzn&format=geojson,,,,,reviewed,0,30,ak,022e79itzn,",ak022e79itzn,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 1.4 - 22 km WSW of Petersville, Alaska"
0.9,"16 km NW of Anderson, Alaska",1667657825392,1669172542735,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79hymq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79hymq&format=geojson,,,,,reviewed,0,12,ak,022e79hymq,",ak022e79hymq,",",ak,",",origin,phase-data,",,,0.84,,ml,earthquake,"M 0.9 - 16 km NW of Anderson, Alaska"
1.47,"1km WSW of Manhattan Beach, CA",1667657666400,1667889828255,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40129247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40129247&format=geojson,19.0,2.7,,,reviewed,0,38,ci,40129247,",ci40129247,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",26.0,0.03865,0.24,112.0,ml,earthquake,"M 1.5 - 1km WSW of Manhattan Beach, CA"
1.1,"23 km SSE of Chickaloon, Alaska",1667657555619,1669172542528,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79gye2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79gye2&format=geojson,,,,,reviewed,0,19,ak,022e79gye2,",ak022e79gye2,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 1.1 - 23 km SSE of Chickaloon, Alaska"
2.1,"96 km E of McCarthy, Alaska",1667657471361,1669172542284,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79goue,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79goue&format=geojson,,,,,reviewed,0,68,ak,022e79goue,",ak022e79goue,",",ak,",",origin,phase-data,",,,0.48,,ml,earthquake,"M 2.1 - 96 km E of McCarthy, Alaska"
2.22,"15km ENE of Angwin, CA",1667657354710,1669933474352,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803821,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803821&format=geojson,,,,,reviewed,0,76,nc,73803821,",nc73803821,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",92.0,0.04506,0.29,47.0,md,earthquake,"M 2.2 - 15km ENE of Angwin, CA"
2.7,"137 km SE of Akutan, Alaska",1667657120919,1669246531454,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e79ffnf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e79ffnf&format=geojson,,,,,reviewed,0,112,ak,022e79ffnf,",ak022e79ffnf,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 2.7 - 137 km SE of Akutan, Alaska"
0.1,"50 km ENE of Beatty, Nevada",1667656981181,1668039700538,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850965,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850965&format=geojson,,,,,reviewed,0,0,nn,00850965,",nn00850965,",",nn,",",origin,phase-data,",13.0,0.073,0.1229,88.89,ml,earthquake,"M 0.1 - 50 km ENE of Beatty, Nevada"
1.4,"57 km NNE of Chase, Alaska",1667656487298,1669172548997,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e794jrt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e794jrt&format=geojson,,,,,reviewed,0,30,ak,022e794jrt,",ak022e794jrt,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 1.4 - 57 km NNE of Chase, Alaska"
1.9,"38 km W of Tyonek, Alaska",1667656357455,1669172541798,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7943ld,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7943ld&format=geojson,,,,,reviewed,0,56,ak,022e7943ld,",ak022e7943ld,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 1.9 - 38 km W of Tyonek, Alaska"
1.7,"15 km WNW of Tyonek, Alaska",1667656035672,1669172541568,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e792zbg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e792zbg&format=geojson,,,,,reviewed,0,44,ak,022e792zbg,",ak022e792zbg,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.7 - 15 km WNW of Tyonek, Alaska"
0.36,"7km WNW of Cobb, CA",1667656028130,1667659813716,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803816&format=geojson,,,,,automatic,0,2,nc,73803816,",nc73803816,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.008096,0.01,66.0,md,earthquake,"M 0.4 - 7km WNW of Cobb, CA"
